rt1_1958,rt1_1959,rt1_1960,rt1_1961,rt1_1962,rt1_1963,rt1_1964,rt1_1965,rt1_1966,rt1_1967,rt1_1968,rt1_1969,rt1_1970,rt1_1971,rt1_1972,rt1_1973,rt1_1974,rt1_1975,rt1_1976,rt1_1977,rt1_1978,rt1_1979,rt1_1980,rt1_1981,rt1_1982,rt1_1983,rt1_1984,rt1_1985,rt1_1986,rt1_1987,rt1_1988,rt1_1989,rt1_1990,rt1_1991,rt1_1992,rt1_1993,rt1_1994,rt1_1995,rt1_1996,rt1_1997,rt1_1998,rt1_1999,rt1_2000,rt1_2001,rt1_2002,rt1_2003,rt1_2004,rt1_2005,rt1_2006,rt1_2007,rt1_2008,rt1_2009,rt1_2010,rt1_2011,rt1_2012,rt1_2013
4450.75,1301.43,3247.81,938.286,5778.35,16236.4,8952.24,2759.12,4553.25,2345.69,1605.2,2056.7,1076.7,2626.7,15280.5,698.73,5253.11,1966.16,7350.64,2175.09,1382.59,4936.25,11257.4,2957.24,1822.47,2119.26,1667.01,6169.18,4244.93,13666.7,1568.64,2212.79,7332.26,1702.01,4647.92,1107.35,512.117,992.944,1103.99,875.885,1351.93,630.001,292.311,399.456,3826.72,971.864,193.626,645.359,1079.25,145.956,3660.39,1166.74,3350.95,712.683,1874.5,267.508
6245.79,899.586,7715.65,939.842,3662.02,21379.8,6929.44,2272.46,1733.69,12550.6,522.96,989.626,1726.7,2225.98,21910.3,1757.89,5166.7,3303.67,3686.76,9044.67,455.409,5859.61,3686.2,4352.42,1489.32,2389.81,2206.23,1560,6004.78,28340.1,761.851,2167.63,1890.62,7647.13,1730.72,3584.55,634.79,782.799,344.389,2094.78,608.592,938.776,578.071,582.392,4409.67,969.621,1128.37,731.562,692.946,128.166,2155.67,3326.02,837.906,834.247,2587.62,4650.01
2425.46,10488.9,411.44,766.663,8901.63,6853.56,12075.8,9561.5,1158.12,2399.27,4226.24,3219.7,1227.68,3026.1,9904.77,4625.1,4107.46,9396.01,937.691,4553.12,2879.61,11004.7,6627.93,1262.53,2658.97,1136.66,6681.13,3123.5,9670.61,20690.2,462.411,1572,6117.58,3977.31,3215.94,570.802,879.181,1268.8,1612.64,1035.53,836.645,1723.02,429.406,147.132,9044.61,461.506,274.272,1371.25,1731.77,1177.89,4908.92,3594.19,3477.53,1699.91,2277.8,12872
4499.72,2263.3,4930.9,2558.13,10484.3,7575.04,22956,1855.64,4791.93,4994.75,893.955,3075.3,1914.51,3469.94,19597.6,1806.3,12355.4,1045.29,6662.02,2143.89,6287.81,7296.18,8848.01,2190.87,4534.28,2704.35,4040.53,2129,23038.2,11179.1,2821.58,1357.35,3401.52,5769.47,6914.3,666.423,1027.86,1385.06,866.477,937.105,671.401,1607.39,282.923,306.116,8223.39,284.709,1525.39,897.603,923.327,1121.23,3792.44,488.289,1566.83,2356.01,1643.65,7049.58
6956.19,5618.84,855.568,1316.7,11329.7,4916.39,26087.6,3329.4,7618.97,1230.24,4094.53,1876.73,1590.4,3027.57,19680.1,7233.49,3678.31,1736.66,5737.92,8724.98,644.114,9540.56,2013.81,4754.15,4858.39,1235.86,4512.04,7119.74,14733.7,9776.78,2538.58,3768.58,7941.35,5223.27,834.036,3354.35,1037.95,1814.8,1919.76,705.372,1248.73,904.452,290.465,597.315,5769.34,2018.6,1783.25,1115.3,533.13,2234.78,7977.52,2028.95,2255.13,3551.14,2551.73,1504.09
456.704,1790.76,3542.52,8310.38,693.332,13694.7,11635.7,6184.88,4982.53,2345.7,2099.5,1814.88,1099.14,4041.03,10882.3,9348.86,2782.24,2371.19,2469.13,3395.75,6308.75,1719.93,3596.15,7094,1986.66,3017.96,1613.36,1955.52,11878,11623.4,6989.02,1213.02,4557.46,5556.68,2417.23,2087.39,1095.77,543.748,1694.05,803.627,310.285,1127.83,388.088,49.0872,5207.86,1142.09,1354.98,385.699,465.928,547.531,5121.94,2036.31,3081.57,107.528,545.524,3259.02
1824.62,1703.16,3573.74,2881.94,12125.6,8743.92,8947.49,11119.9,4348.66,1943.61,2893.05,1974.01,1907.57,4194.74,18443.8,6590.88,1404.4,4226.64,4787.63,3980.15,1873.07,8538.47,2551.08,1964.67,4478.82,1278.88,840.25,7095.01,21722.2,1236.93,2539.77,895.77,9811.74,403.978,3517.62,2762.91,1633.8,1229.03,1672.49,1230,891.041,804.183,609.451,411.101,7551.65,574.112,1758.43,1493.13,684.121,2426.65,400.277,1188.13,3380.66,764.226,309.26,1880.38
4432.31,1035.91,4415.74,3399.92,5485.05,22075.2,17181.6,5699.31,5729.39,634.903,4609.74,537.684,2516.04,3074.1,23313.5,1714.26,5089.36,630.808,1808.28,10246,2906.13,6430.37,7371.53,3648.1,4850.19,324.492,2127.67,1731.32,31589.3,1696.01,2826.66,5452.55,7848.66,4680.68,2303.62,1699.49,1178.17,2275.98,2665.73,292.528,667.854,1957.87,1165.12,320.858,5684.65,3254.4,1810.25,1073.09,1469.85,734.936,4068.56,5324.43,6121.08,2251.71,922.6,1637.77
2230.44,1864.57,2447.58,2965.38,6918.44,7860.46,19552.6,1633.32,4790.35,4483.96,971.556,2774.64,927.426,3810.56,12687.2,4938.29,4152.38,3251.87,4185.1,2657.61,1621.41,13074.3,2276.82,2735.8,3009.67,1847.09,2309.4,3290.15,13057.2,11342.3,4697.4,654.136,5212.9,5966.41,3321.24,3313.7,1727,393.867,1874.72,1615.49,767.288,615.759,563.867,356.794,5939.03,733.826,816.083,511.545,448.207,805.079,3505.53,1186.88,3730.05,3180.05,2867.27,1833.97
2830.9,2996.21,2516.69,2434.67,3361.64,20287.2,5684.52,7388.12,893.007,4048.65,1102.01,1591.89,1616.08,2753.81,15623.3,6737.97,3848.35,2961.17,1158.67,5073.56,1619.78,7469.97,3255.11,4038.95,1660.59,1238.24,3994.95,1763.95,18508.8,4551.15,3782.6,1216.63,5847.91,6890.7,446.116,2345.51,335.552,1464.05,960.703,1406.08,170.669,593.868,506.583,481.91,2983.49,431.4,1002.77,82.3432,802.865,820.925,1995.76,2203.53,1363.73,197.885,566.308,4061.34
