ro_gr1,h_gr1,m_gs1,m_gs2,rbar_ag1,rinit_ag1,rho_gr1,vartheta_gr1,bo,bmsy,msy1,fmsy1,q1,q2,SSB1,f
118.538,0.719957,0.355336,0.216991,57.7522,6.47929,0.984788,2.0062, 145.981,64.4699,37.5541,0.171698,94.6993,4.75386,37.1887,-557.701
112.145,0.726187,0.349254,0.214994,56.1521,6.82198,0.984858,2.00824, 142.323,62.1201,36.4436,0.169275,99.303,4.83895,35.1179,-559.722
101.254,0.750465,0.344722,0.210094,51.8228,5.54398,0.984723,2.00388, 138.406,57.4556,34.9091,0.166445,104.43,5.06553,33.1471,-560.67
102.151,0.745069,0.342114,0.209884,51.5826,5.87726,0.984366,2.04984, 140.079,58.9023,35.2551,0.165599,108.092,5.09467,32.9009,-557.037
107.57,0.735762,0.344037,0.211359,52.622,6.06385,0.984011,1.98812, 144.238,61.8097,36.4011,0.166619,103.523,5.02974,34.6106,-557.581
117.747,0.68537,0.346843,0.210562,53.8903,6.89984,0.983964,1.96895, 159.81,76.7188,38.6708,0.167222,95.3014,4.85268,39.3273,-558.925
107.414,0.710717,0.345563,0.207179,50.1247,5.92618,0.983942,1.88435, 153.505,69.9811,36.8677,0.165823,102.329,5.14124,35.8272,-559.657
115.715,0.671486,0.344366,0.209428,53.0681,7.18975,0.98424,1.89786, 159.786,78.9299,38.0952,0.166138,96.7097,4.88582,38.4595,-558.912
101.476,0.728301,0.350058,0.20798,49.9104,5.61608,0.984171,1.8452, 143.255,62.8564,34.8959,0.167411,108.214,5.20787,33.8948,-560.475
97.3055,0.741692,0.348908,0.207731,48.1885,4.79798,0.984013,1.82054, 137.891,58.6908,33.8692,0.166992,114.775,5.35912,32.2535,-560.085
101.783,0.732392,0.354771,0.212048,52.2731,6.04886,0.984247,1.69216, 135.061,58.4694,33.8705,0.170046,111.95,5.09598,33.3183,-560.046
103.726,0.756163,0.362088,0.217858,58.1032,6.98646,0.984043,1.62463, 126.087,51.3464,33.2987,0.173984,107.269,4.81618,34.3558,-559.569
107.203,0.737725,0.365409,0.218306,59.0435,7.23366,0.983563,1.51233, 129.44,55.0958,33.7615,0.175115,106.75,4.74782,35.2526,-559.897
99.9591,0.731119,0.358266,0.210356,52.919,6.35317,0.983506,1.40811, 136.093,59.3206,33.5716,0.170587,110.544,5.04704,33.9822,-559.027
100.242,0.71371,0.359298,0.208284,51.7169,6.56562,0.983539,1.42204, 140.856,64.0562,33.8138,0.170275,113.114,9.44298,34.1293,-559.761
100.242,0.71371,0.359298,0.208284,51.7169,6.56562,0.983539,1.42204, 140.856,64.0562,33.8138,0.170275,113.114,9.44298,34.1293,-559.761
100.242,0.71371,0.359298,0.208284,51.7169,6.56562,0.983539,1.42204, 140.856,64.0562,33.8138,0.170275,113.114,9.44298,34.1293,-559.761
100.242,0.71371,0.359298,0.208284,51.7169,6.56562,0.983539,1.42204, 140.856,64.0562,33.8138,0.170275,113.114,9.44298,34.1293,-559.761
94.9979,0.710674,0.360342,0.203353,47.8872,5.81941,0.983737,1.47248, 143.976,66.3391,33.2584,0.169108,115.627,5.31652,33.6,-554.545
92.0075,0.717464,0.358388,0.201452,47.5146,6.53231,0.983977,1.51631, 143.595,65.2793,32.8994,0.167952,110.73,5.33646,32.7014,-553.869
86.5971,0.728039,0.360385,0.198209,44.0731,5.70808,0.98413,1.5573, 142.124,63.4638,31.9682,0.167578,119.203,6.29791,30.8634,-554.246
89.4891,0.731023,0.360754,0.201155,46.8166,6.28202,0.984038,1.42812, 140.308,62.0621,32.3,0.168573,119.047,5.4788,31.2013,-553.167
91.4867,0.751596,0.366916,0.204943,48.9446,6.25267,0.984251,1.39824, 135.302,56.829,32.3008,0.171558,116.32,5.49285,31.3313,-551.704
90.0951,0.757616,0.373167,0.206099,49.5347,6.25082,0.984347,1.21616, 130.902,54.1886,31.4973,0.17378,120.962,5.38119,29.7009,-555.801
87.7713,0.766104,0.375373,0.204909,48.5665,6.03161,0.984424,1.20272, 129.875,52.848,31.1187,0.174085,124.725,5.44683,29.5129,-555.557
89.4741,0.756383,0.378255,0.204587,48.435,6.27863,0.984552,1.23724, 133.052,55.5318,31.5348,0.174853,126.38,5.45984,30.0015,-551.811
89.9139,0.751112,0.379392,0.204874,49.277,6.74434,0.984575,1.26448, 133.118,56.2427,31.4812,0.17528,125.717,5.40527,30.0062,-551.35
87.405,0.736176,0.375114,0.201404,47.151,6.36381,0.984872,1.26668, 136.514,59.7798,31.2594,0.172955,125.397,5.46344,29.5283,-553.271
89.9631,0.753307,0.376509,0.201727,46.3035,5.23273,0.984626,1.25094, 139.808,58.8351,32.4063,0.173471,117.25,5.45796,31.8994,-553.437
84.8218,0.788915,0.376094,0.200518,45.2241,4.24656,0.984786,1.22286, 134.309,51.893,31.6088,0.172984,119.659,5.60886,30.4757,-551.298
94.8619,0.733646,0.379895,0.200019,44.7739,4.57161,0.984401,1.1859, 151.372,66.7256,34.1202,0.173974,113.299,5.61436,33.8093,-548.878
97.7393,0.737506,0.38248,0.203838,48.0881,5.04577,0.984724,1.18677, 147.026,63.882,34.0861,0.175896,107.318,5.73524,34.7608,-548.005
96.9073,0.767899,0.380861,0.210326,52.8293,5.46869,0.984567,1.05552, 131.998,52.7202,32.7372,0.177356,102.32,5.15439,33.3214,-546.737
95.9638,0.766101,0.372788,0.207531,50.3695,4.69047,0.98441,0.995101, 136.404,54.8253,33.3159,0.174096,102.234,5.25571,34.0999,-544.644
97.551,0.781064,0.370501,0.208503,50.6533,4.11751,0.98453,1.09588, 136.618,52.8005,34.0039,0.173701,97.2747,5.20027,35.3744,-543.736
93.3731,0.775056,0.366276,0.204009,47.1169,4.08598,0.984557,1.17273, 140.09,55.3302,33.7237,0.171085,103.492,5.46884,33.8419,-543.488
95.6441,0.776261,0.367021,0.20738,49.5426,4.7446,0.984526,1.17034, 136.266,53.3212,33.6301,0.17232,101.988,5.31522,33.7442,-543.743
92.8183,0.784882,0.362842,0.206732,48.1216,4.61294,0.984705,1.17132, 133.556,51.0665,33.107,0.170872,105.655,5.45163,32.3212,-544.484
95.3882,0.781775,0.360549,0.207755,48.2186,4.10311,0.984809,1.14883, 135.123,51.9121,33.7387,0.170491,104.15,5.45144,32.366,-544.046
94.1127,0.787885,0.356367,0.206436,47.7319,3.66106,0.984928,1.08961, 136.034,51.508,33.9009,0.168841,100.485,5.42039,32.7371,-541.789
91.9455,0.777817,0.347714,0.202474,45.1703,3.96119,0.985098,1.16935, 141.251,55.1221,34.2086,0.165056,99.9792,5.5473,33.2252,-542.391
97.1685,0.757937,0.342109,0.204554,46.7541,4.10707,0.984454,1.18974, 144.567,58.9865,35.259,0.163999,99.2578,5.38784,34.8896,-547.695
96.1345,0.775341,0.343163,0.207308,48.1598,4.02952,0.984411,1.20652, 137.115,53.3749,34.5248,0.165141,102.105,5.35642,33.2849,-548.323
99.1685,0.773258,0.342138,0.211092,50.3486,5.10378,0.984214,1.20231, 133.514,51.9127,34.596,0.165969,102.085,5.17312,33.8888,-546.323
101.499,0.773408,0.346226,0.212919,50.6128,5.20675,0.984491,1.22832, 132.917,51.5191,34.7813,0.167744,108.619,5.29953,33.0698,-545.536
106.272,0.769725,0.347962,0.214517,52.3334,4.94809,0.984342,1.19904, 135.845,53.1121,35.8248,0.168744,104.575,5.07713,35.3774,-545.346
